epoch,epoch_time,step,test_acc,train_loss_epoch,train_loss_step,val_acc,val_loss
0,,49,,,0.04945690929889679,,
0,,99,,,0.014414912089705467,,
0,,149,,,0.020825229585170746,,
0,,199,,,0.026706665754318237,,
0,,249,,,0.06285939365625381,,
0,,299,,,0.03591904416680336,,
0,,349,,,0.032584886997938156,,
0,,399,,,0.07766157388687134,,
0,,449,,,0.007598417345434427,,
0,,499,,,0.04022255912423134,,
0,,549,,,0.015061239711940289,,
0,,599,,,0.0008423061808571219,,
0,,649,,,0.09168289601802826,,
0,,699,,,0.029338352382183075,,
0,,749,,,0.1459081918001175,,
0,,799,,,0.02064969576895237,,
0,,849,,,0.15248364210128784,,
0,,899,,,0.052641578018665314,,
0,,949,,,0.016525348648428917,,
0,,999,,,0.021539494395256042,,
0,,1049,,,0.015926115214824677,,
0,,1099,,,0.025550784543156624,,
0,,1149,,,0.008726265281438828,,
0,,1199,,,0.012852469459176064,,
0,,1249,,,0.00851577240973711,,
0,,1299,,,0.07095810025930405,,
0,,1349,,,0.00923070777207613,,
0,,1399,,,0.0028543444350361824,,
0,,1449,,,0.006412722170352936,,
0,,1499,,,0.011316274292767048,,
0,,1549,,,0.012562371790409088,,
0,,1599,,,0.0026158345863223076,,
0,,1649,,,0.004619002807885408,,
0,,1699,,,0.012177475728094578,,
0,,1749,,,0.012818669900298119,,
0,,1799,,,0.029797619208693504,,
0,,1849,,,0.018922409042716026,,
0,,1899,,,0.008975538425147533,,
0,,1949,,,0.11083141714334488,,
0,,1999,,,0.0029579708352684975,,
0,,2049,,,0.0066476366482675076,,
0,,2099,,,0.002135824179276824,,
0,,2149,,,0.0019120731158182025,,
0,,2199,,,0.06686650216579437,,
0,,2249,,,0.17634296417236328,,
0,,2299,,,0.05056323483586311,,
0,,2349,,,0.002135294256731868,,
0,,2399,,,0.009857340715825558,,
0,,2449,,,0.0004837029264308512,,
0,,2499,,,0.12957923114299774,,
0,,2549,,,0.012416072189807892,,
