epoch,step,test_acc,train_loss_epoch,train_loss_step,val_acc,val_loss
0,49,,,0.21018490195274353,,
0,99,,,0.031843360513448715,,
0,149,,,0.017398696392774582,,
0,199,,,0.1201818659901619,,
0,249,,,0.009048305451869965,,
0,299,,,0.03527205437421799,,
0,349,,,0.012550306506454945,,
0,399,,,0.03848923370242119,,
0,449,,,0.15086664259433746,,
0,499,,,0.005080364644527435,,
0,549,,,0.029183262959122658,,
0,599,,,0.0056631118059158325,,
0,649,,,0.005785461515188217,,
0,699,,,0.008013718761503696,,
0,749,,,0.033583711832761765,,
0,799,,,0.0006795157096348703,,
0,849,,,0.001741817919537425,,
0,899,,,0.23795224726200104,,
0,949,,,0.008159352466464043,,
0,999,,,0.006745398044586182,,
0,1049,,,0.000651156937237829,,
0,1099,,,0.0134812006726861,,
0,1149,,,0.008538179099559784,,
0,1199,,,0.011065739206969738,,
0,1249,,,0.0019988701678812504,,
0,1299,,,0.024160975590348244,,
0,1349,,,0.012322034686803818,,
0,1399,,,0.015297461301088333,,
0,1449,,,0.0017674053087830544,,
0,1499,,,0.004170259460806847,,
0,1549,,,0.06342992186546326,,
0,1599,,,0.0301023218780756,,
0,1649,,,0.00942791998386383,,
0,1699,,,0.013392659835517406,,
0,1749,,,0.007075883448123932,,
0,1799,,,0.0024958306457847357,,
0,1849,,,0.011190024204552174,,
0,1899,,,0.003122729482129216,,
0,1949,,,0.014561791904270649,,
0,1999,,,0.0006778257084079087,,
0,2049,,,0.006849074736237526,,
0,2099,,,0.09936048090457916,,
0,2149,,,0.001109799719415605,,
0,2199,,,0.0002806245465762913,,
0,2249,,,0.005068853963166475,,
0,2299,,,0.0022937834728509188,,
0,2349,,,0.010349349118769169,,
0,2399,,,0.0223874319344759,,
0,2449,,,0.0147806815803051,,
0,2499,,,0.0020218058489263058,,
0,2549,,,0.02954753115773201,,
0,2599,,,0.008256923407316208,,
0,2649,,,0.003399173729121685,,
0,2651,,,,0.9934876561164856,0.018668465316295624
0,2651,,0.042569369077682495,,,
1,2699,,,0.0003961506299674511,,
1,2749,,,0.07752052694559097,,
1,2799,,,0.002309099305421114,,
1,2849,,,0.030143722891807556,,
1,2899,,,0.0018706662813201547,,
1,2949,,,0.036653611809015274,,
1,2999,,,0.014117451384663582,,
1,3049,,,0.004253875929862261,,
1,3099,,,0.00791191216558218,,
1,3149,,,0.001642745453864336,,
1,3199,,,0.0006075567798689008,,
1,3249,,,0.05278408154845238,,
1,3299,,,0.01561721507459879,,
1,3349,,,0.016601892188191414,,
1,3399,,,0.14309421181678772,,
1,3449,,,0.004971594084054232,,
1,3499,,,0.0005086059682071209,,
1,3549,,,0.006730206310749054,,
1,3599,,,0.021867157891392708,,
1,3649,,,0.00037999931373633444,,
1,3699,,,0.0002567166811786592,,
1,3749,,,0.001172443968243897,,
1,3799,,,0.00572582334280014,,
1,3849,,,0.006949321832507849,,
1,3899,,,0.08315210044384003,,
1,3949,,,0.0011202763998880982,,
1,3999,,,0.02826691046357155,,
1,4049,,,0.03572559356689453,,
1,4099,,,0.008229662664234638,,
1,4149,,,0.028092944994568825,,
1,4199,,,9.31511603994295e-05,,
1,4249,,,0.0004859189211856574,,
1,4299,,,0.002238280838355422,,
1,4349,,,0.007363222539424896,,
1,4399,,,0.0028541728388518095,,
1,4449,,,0.019688738510012627,,
1,4499,,,0.0019241104600951076,,
1,4549,,,0.0023704692721366882,,
1,4599,,,0.0002205564233008772,,
1,4649,,,0.0014667969662696123,,
1,4699,,,0.020867321640253067,,
1,4749,,,0.006710543762892485,,
1,4799,,,0.0017990418709814548,,
1,4849,,,0.00047114695189520717,,
1,4899,,,0.0049516293220222,,
1,4949,,,0.004426408559083939,,
1,4999,,,0.004185383673757315,,
1,5049,,,0.0075397854670882225,,
1,5099,,,0.0003375431115273386,,
1,5149,,,0.013194668106734753,,
1,5199,,,0.0017585817258805037,,
1,5249,,,0.0020833604503422976,,
1,5299,,,0.004916294943541288,,
1,5303,,,,0.9961927533149719,0.013140058144927025
1,5303,,0.021181361749768257,,,
2,5349,,,0.11856614798307419,,
2,5399,,,0.0065754796378314495,,
2,5449,,,0.002262754598632455,,
2,5499,,,0.0025188555009663105,,
2,5549,,,0.023167412728071213,,
2,5599,,,0.0023459498770534992,,
2,5649,,,0.0007259886479005218,,
2,5699,,,0.0019971616566181183,,
2,5749,,,0.0035814696457237005,,
2,5799,,,0.0025041077751666307,,
2,5849,,,0.00010211708286078647,,
2,5899,,,0.0008429603767581284,,
2,5949,,,0.003058768343180418,,
2,5999,,,0.0010706952307373285,,
2,6049,,,7.880809425842017e-05,,
2,6099,,,0.034449055790901184,,
2,6149,,,0.011514414101839066,,
2,6199,,,0.004381719045341015,,
2,6249,,,0.008237559348344803,,
2,6299,,,0.0009536903817206621,,
2,6349,,,0.005808467045426369,,
2,6399,,,0.006089942064136267,,
2,6449,,,0.00039664655923843384,,
2,6499,,,0.0012164842337369919,,
2,6549,,,0.013936980627477169,,
2,6599,,,0.0010617043590173125,,
2,6649,,,0.0008314149454236031,,
2,6699,,,0.0012569549726322293,,
2,6749,,,0.042764004319906235,,
2,6799,,,0.004416134674102068,,
2,6849,,,0.006487157195806503,,
2,6899,,,0.0003753054770641029,,
2,6949,,,0.09139397740364075,,
2,6999,,,0.00034961593337357044,,
2,7049,,,0.01046688761562109,,
2,7099,,,0.0008103266591206193,,
2,7149,,,0.0004430084954947233,,
2,7199,,,0.004061860963702202,,
2,7249,,,0.0012365038273856044,,
2,7299,,,0.0024428104516118765,,
2,7349,,,0.008985105901956558,,
2,7399,,,0.0011700204340741038,,
2,7449,,,0.0005030157044529915,,
