epoch,epoch_time,step,train_loss,val_acc,val_loss
,,107,,1.0,0.015026905573904514
,,108,,1.0,0.03735249862074852
,,109,,1.0,0.03370049223303795
,,110,,1.0,0.01482831034809351
,,111,,0.96875,0.07894525676965714
,,112,,0.96875,0.1271543800830841
,,113,,0.9375,0.1427709013223648
,,114,,1.0,0.011620987206697464
,,115,,1.0,0.04184078425168991
,,116,,1.0,0.024044053629040718
,,117,,1.0,0.020798150449991226
,,118,,1.0,0.0012484835460782051
,,119,,1.0,5.455974678625353e-05
,,120,,1.0,7.059114523144672e-06
,,121,,1.0,2.2332802473101765e-05
,,122,,1.0,1.2554181694213185e-06
,,123,,1.0,0.00010939071944449097
,,124,,1.0,0.0013867346569895744
,,125,,1.0,0.000296298268949613
,,126,,1.0,0.0028178750071674585
,,127,,1.0,0.000237479544011876
,,128,,1.0,0.0009829581249505281
,,129,,1.0,0.000493887229822576
,,130,,1.0,0.0016708470648154616
,,131,,1.0,0.0004140039090998471
,,132,,1.0,0.0002793655439745635
,,133,,1.0,0.0002502932329662144
,,134,,1.0,0.00023593485821038485
,,135,,1.0,0.0005783034721389413
,,136,,1.0,0.0013777907006442547
,,137,,1.0,0.0018050941871479154
,,138,,1.0,0.0005701799527741969
,,139,,1.0,0.0010261853458359838
,,140,,1.0,0.0017142283031716943
,,141,,1.0,0.0016089180717244744
,,142,,1.0,0.0004313502286095172
,,143,,1.0,0.00656442204490304
,,144,,1.0,0.003590100444853306
,,145,,1.0,0.003866512095555663
,,146,,1.0,0.0010547685669735074
,,147,,1.0,0.005624235142022371
,,148,,1.0,0.005584240425378084
,,149,,1.0,0.0008241223404183984
,,150,,1.0,0.00039135440601967275
,,151,,1.0,0.0005528707406483591
,,152,,1.0,0.0024574834387749434
,,153,,1.0,0.003291934495791793
,,154,,1.0,0.0022644721902906895
,,155,,1.0,0.002192950574681163
,,156,,1.0,0.00028195013874210417
,,157,,1.0,0.001629160949960351
,,158,,1.0,0.001866955659352243
,,159,,1.0,0.0033593946136534214
,,160,,1.0,0.006638656370341778
,,161,,1.0,0.0007477112230844796
,,162,,1.0,0.002799323294311762
,,163,,1.0,0.0015451449435204268
,,164,,1.0,0.003688717493787408
,,165,,1.0,0.0013188894372433424
,,166,,1.0,0.0007569142617285252
,,167,,1.0,0.0012056018458679318
,,168,,1.0,8.083441207418218e-05
,,169,,1.0,0.0007539704092778265
,,170,,1.0,0.0038334622513502836
,,171,,1.0,0.0017243026522919536
,,172,,1.0,0.001783121027983725
,,173,,1.0,0.0003672537568490952
,,174,,1.0,0.00034259737003594637
,,175,,1.0,0.0005809472058899701
,,176,,1.0,0.00025008368538692594
,,177,,1.0,0.00029503926634788513
,,178,,1.0,0.0005066115991212428
,,179,,1.0,0.00026021452504210174
,,180,,1.0,7.026890671113506e-05
,,181,,1.0,0.0001365959324175492
,,182,,1.0,0.003700206521898508
,,183,,1.0,8.858951332513243e-05
,,184,,1.0,0.0007202879060059786
,,185,,1.0,0.00011290482507320121
,,186,,1.0,0.00012088841322110966
,,187,,1.0,0.0001183833519462496
,,188,,1.0,0.00010640787513693795
,,189,,1.0,0.00028579699574038386
,,190,,1.0,0.004009979777038097
,,191,,1.0,1.1160451322211884e-05
,,192,,1.0,0.00020144684822298586
,,193,,1.0,0.00010736952390288934
,,194,,1.0,0.000866968824993819
,,195,,1.0,0.000108423235360533
,,196,,1.0,0.00017590998322702944
,,197,,1.0,0.0016076270258054137
,,198,,1.0,0.005137575790286064
,,199,,1.0,0.00013410847168415785
,,200,,1.0,0.02340189926326275
,,201,,1.0,0.011729339137673378
,,202,,1.0,0.0009176001767627895
,,203,,1.0,0.00026933770277537405
,,204,,1.0,0.0003935763379558921
,,205,,1.0,0.0006589078111574054
,,206,,1.0,0.002600141102448106
,,207,,1.0,0.003612855914980173
,,208,,1.0,0.0016602291725575924
,,209,,1.0,0.0008233985863626003
,,210,,1.0,0.0017068857559934258
,,211,,1.0,0.00043535782606340945
,,212,,1.0,0.0004560304805636406
,,213,,1.0,0.00046838552225381136
,,214,,1.0,0.00012988403614144772
,,215,,1.0,0.0009762275731191039
,,216,,1.0,0.00439996924251318
,,217,,1.0,0.0023386208340525627
,,218,,1.0,0.0004318532592151314
,,219,,1.0,0.007401814218610525
,,220,,1.0,0.0027442658320069313
,,221,,1.0,0.007640640716999769
,,222,,1.0,0.006458963733166456
,,223,,1.0,0.008597956970334053
,,224,,1.0,0.0095358369871974
,,225,,1.0,0.0168125182390213
,,226,,1.0,0.0008336767787113786
,,227,,1.0,0.0006240523071028292
,,228,,1.0,0.002038652542978525
,,229,,1.0,0.00038429960841313004
,,230,,1.0,0.0013933313312008977
,,231,,1.0,0.0010406062938272953
,,232,,1.0,0.00383335305377841
,,233,,1.0,0.0007203692803159356
,,234,,1.0,0.0072767967358231544
,,235,,1.0,0.0015273629687726498
,,236,,1.0,0.00221181008964777
,,237,,1.0,0.001395264407619834
,,238,,1.0,0.0038712909445166588
,,239,,1.0,0.003434097860008478
,,240,,1.0,0.0017720222240313888
,,241,,1.0,0.0032967173028737307
,,242,,1.0,0.0005889502936042845
,,243,,1.0,0.0014668692601844668
,,244,,1.0,0.0013332560192793608
,,245,,1.0,0.0018675710307434201
,,246,,1.0,0.005077981390058994
,,247,,1.0,0.0017340242629870772
,,248,,1.0,0.016126537695527077
,,249,,0.6875,0.8170430660247803
,,250,,0.75,0.5575584769248962
,,251,,0.84375,0.37447017431259155
,,252,,0.96875,0.09564312547445297
,,253,,0.875,0.28765997290611267
,,254,,0.90625,0.1948246955871582
,,255,,0.8125,0.5748850107192993
,,256,,0.75,0.5952777862548828
,,257,,0.8125,0.45043817162513733
,,258,,0.9375,0.19659751653671265
,,259,,0.875,0.3056391775608063
,,260,,0.96875,0.17965659499168396
,,261,,0.9375,0.10547997802495956
,,262,,1.0,0.0004641748091671616
,,263,,1.0,0.00016493868315592408
,,264,,1.0,3.334606299176812e-05
,,265,,1.0,7.247556641232222e-05
,,266,,1.0,0.0001889711566036567
,,267,,1.0,0.0014122140128165483
,,268,,1.0,0.0002794543979689479
,,269,,1.0,0.0026936870999634266
,,270,,1.0,0.00040682716644369066
,,271,,1.0,9.412694635102525e-05
,,272,,1.0,0.0011636042036116123
,,273,,1.0,0.0004377941077109426
,,274,,1.0,0.00012670205614995211
,,275,,1.0,0.0002347016124986112
,,276,,1.0,0.0014461129903793335
,,277,,1.0,0.0003743948182091117
,,278,,1.0,0.0004633550997823477
,,279,,1.0,0.0004831062688026577
,,280,,1.0,0.0017295795259997249
,,281,,1.0,0.0002968863118439913
,,282,,1.0,0.0004366881330497563
,,283,,1.0,0.0004500215873122215
,,284,,1.0,0.0002950217167381197
,,285,,1.0,7.095301407389343e-05
,,286,,1.0,0.00014406957780010998
,,287,,1.0,0.002815956948325038
,,288,,1.0,0.0008996823453344405
,,289,,1.0,0.000684745900798589
,,290,,1.0,0.0005974906962364912
,,291,,1.0,0.0002546239993534982
,,292,,1.0,0.0004930110881105065
,,293,,1.0,0.00016176936333067715
,,294,,1.0,0.0011514720972627401
,,295,,1.0,0.0022922330535948277
,,296,,1.0,0.0008608467178419232
,,297,,1.0,0.004767774138599634
,,298,,1.0,0.0020680169109255075
,,299,,1.0,0.0042604561895132065
,,300,,1.0,0.0015604703221470118
,,301,,1.0,0.00011358884512446821
,,302,,1.0,0.0004894959856756032
,,303,,1.0,1.1149284546263516e-05
,,304,,1.0,0.00999945867806673
,,305,,1.0,0.00011166591139044613
,,306,,1.0,0.0009095550049096346
,,307,,1.0,0.0007485944079235196
,,308,,1.0,0.001326474011875689
,,309,,1.0,0.0005403729737736285
,,310,,1.0,0.00011072741472162306
,,311,,1.0,0.0004154760972596705
0,90.17145538330078,2651,,,
1,,2699,0.006425154861062765,,
1,,2749,0.003526662942022085,,
1,,2799,0.006431518588215113,,
1,,2849,0.04039616510272026,,
1,,2899,0.006538031157106161,,
1,,2949,0.0003820260753855109,,
1,,2999,0.001116481376811862,,
1,,3049,0.0012236753245815635,,
