epoch,epoch_time,step,train_loss,val_acc,val_loss
0,,49,0.08139487355947495,,
0,,99,0.19182409346103668,,
0,,149,0.14317485690116882,,
0,,199,0.046241357922554016,,
0,,249,0.034679096192121506,,
0,,299,0.1384696513414383,,
0,,349,0.017042366787791252,,
0,,399,0.008484091609716415,,
0,,449,0.01686195470392704,,
0,,499,0.023606067523360252,,
0,,549,0.003965659067034721,,
0,,599,0.02950701303780079,,
0,,649,0.01865345425903797,,
0,,699,0.014858970418572426,,
0,,749,0.0012097093276679516,,
0,,799,0.014558589085936546,,
0,,849,0.006662522442638874,,
0,,899,0.007617518305778503,,
0,,949,0.011025341227650642,,
0,,999,0.004200443159788847,,
0,,1049,0.0052742804400622845,,
0,,1099,0.03779744356870651,,
0,,1149,0.010784761980175972,,
0,,1199,0.018633078783750534,,
0,,1249,0.0011852690950036049,,
0,,1299,0.022511791437864304,,
0,,1349,0.0030142362229526043,,
0,,1399,0.10151126980781555,,
0,,1449,0.0010537478374317288,,
0,,1499,0.00328936823643744,,
0,,1549,0.03406454622745514,,
0,,1599,0.0016973849851638079,,
0,,1649,0.07527866959571838,,
0,,1699,0.005673004314303398,,
0,,1749,0.006494552828371525,,
0,,1799,0.006995980627834797,,
0,,1849,0.0007830882095731795,,
0,,1899,0.0026530022732913494,,
0,,1949,0.0006793235661461949,,
0,,1999,0.002657023724168539,,
0,,2049,0.008843603543937206,,
0,,2099,0.027465064078569412,,
0,,2149,0.011497444473206997,,
0,,2199,0.0006029594806022942,,
0,,2249,0.0002976905961986631,,
0,,2299,0.10017669200897217,,
0,,2349,0.05030299723148346,,
0,,2399,0.01512809470295906,,
0,,2449,0.0010915971361100674,,
0,,2499,0.0554845929145813,,
0,,2549,0.017008904367685318,,
0,,2599,0.06554561853408813,,
0,,2649,0.007077756337821484,,
,,0,,1.0,0.00036894725053571165
,,1,,1.0,0.00020286583458073437
,,2,,1.0,8.79454892128706e-05
,,3,,1.0,0.00012884006719104946
,,4,,1.0,0.0008695871802046895
,,5,,1.0,0.000629186921287328
,,6,,1.0,0.001373385894112289
,,7,,1.0,0.001321097370237112
,,8,,1.0,0.0045916056260466576
,,9,,1.0,0.00020098735694773495
,,10,,1.0,0.001433521625585854
,,11,,1.0,0.001320311101153493
,,12,,1.0,0.0036333235912024975
,,13,,1.0,0.0037080442998558283
,,14,,1.0,0.002881352324038744
,,15,,1.0,0.0021494782995432615
,,16,,1.0,0.0016978296916931868
,,17,,1.0,0.0017122072167694569
,,18,,1.0,0.002067459048703313
,,19,,1.0,0.002553833881393075
,,20,,1.0,0.0005807696143165231
,,21,,1.0,0.005192764103412628
,,22,,0.96875,0.03229933977127075
,,23,,1.0,0.0028396849520504475
,,24,,1.0,0.01354369055479765
,,25,,1.0,0.0065697734244167805
,,26,,1.0,0.008139213547110558
,,27,,1.0,0.006599394138902426
,,28,,1.0,0.00017389730783179402
,,29,,1.0,0.00013621100515592843
,,30,,1.0,0.0012878228444606066
,,31,,1.0,0.0003789545444305986
,,32,,1.0,0.0007287382031790912
,,33,,1.0,0.00012218290066812187
,,34,,1.0,0.001328379730693996
,,35,,1.0,0.0011019081575796008
,,36,,1.0,0.003876103786751628
,,37,,1.0,0.0007302885642275214
,,38,,1.0,0.0020875928457826376
,,39,,1.0,0.0008707771776244044
,,40,,1.0,0.0015598252648487687
,,41,,1.0,0.0034667360596358776
,,42,,1.0,0.0005911829066462815
,,43,,1.0,0.003209565533325076
,,44,,1.0,0.000765113509260118
,,45,,1.0,0.005218645092099905
,,46,,1.0,0.002338588470593095
,,47,,1.0,0.004490561317652464
,,48,,1.0,0.003534382674843073
,,49,,1.0,0.0006568930111825466
,,50,,1.0,0.0012502268655225635
,,51,,1.0,0.0003495097626000643
,,52,,1.0,0.0025644395500421524
,,53,,1.0,0.003303959034383297
,,54,,1.0,0.0038645798340439796
,,55,,1.0,0.004525211174041033
,,56,,1.0,0.000216574379010126
,,57,,1.0,5.236416473053396e-05
,,58,,1.0,0.0003692881728056818
,,59,,1.0,0.00012700028310064226
,,60,,1.0,8.994678501039743e-05
,,61,,1.0,0.00466064503416419
,,62,,1.0,0.0006122401100583375
,,63,,1.0,6.241425580810755e-05
,,64,,1.0,9.444988972973078e-05
,,65,,1.0,0.0001120323795475997
,,66,,1.0,0.00022654744680039585
,,67,,1.0,0.00015309372975025326
,,68,,1.0,2.1746958736912347e-05
,,69,,1.0,0.0004972987226210535
,,70,,1.0,0.011855773627758026
,,71,,1.0,0.0068232230842113495
,,72,,1.0,0.0006848039338365197
,,73,,1.0,0.0012518060393631458
,,74,,1.0,0.0033360461238771677
,,75,,1.0,0.007025090046226978
,,76,,1.0,0.0007856143638491631
,,77,,1.0,0.0010487042600288987
,,78,,1.0,0.0015154096763581038
,,79,,1.0,0.009543445892632008
,,80,,0.9375,0.07208114862442017
,,81,,1.0,0.0025089832488447428
,,82,,1.0,0.003718156833201647
,,83,,1.0,0.0042284708470106125
,,84,,1.0,0.0005259254830889404
,,85,,1.0,0.008133801631629467
,,86,,1.0,0.0006633620359934866
,,87,,1.0,0.0005151288933120668
,,88,,1.0,0.00019630970200523734
,,89,,1.0,0.0009593280265107751
,,90,,1.0,0.0017423684475943446
,,91,,1.0,0.002207385143265128
,,92,,1.0,0.0009122781921178102
,,93,,1.0,8.676096331328154e-05
,,94,,1.0,4.451429958862718e-06
,,95,,1.0,0.0020300953183323145
,,96,,1.0,0.001365272793918848
,,97,,1.0,0.0015888749621808529
,,98,,1.0,0.0025554439052939415
,,99,,1.0,0.0006244226824492216
,,100,,1.0,0.0006728345178999007
,,101,,1.0,0.0008411898161284626
,,102,,1.0,0.008333518169820309
,,103,,1.0,0.00894628930836916
,,104,,1.0,0.00041407524258829653
,,105,,1.0,0.0015845154412090778
,,106,,1.0,0.00442736828699708
