epoch,epoch_time,step,test_acc,train_loss_epoch,train_loss_step,val_acc,val_loss
0,,49,,,0.036229100078344345,,
0,,99,,,0.10805629193782806,,
0,,149,,,0.07761473953723907,,
0,,199,,,0.05884844437241554,,
0,,249,,,0.061480503529310226,,
0,,299,,,0.1255863606929779,,
0,,349,,,0.08772913366556168,,
0,,399,,,0.14248649775981903,,
0,,449,,,0.06756412982940674,,
0,,499,,,0.195588156580925,,
0,,549,,,0.07401570677757263,,
0,,599,,,0.15735416114330292,,
0,,649,,,0.02619986981153488,,
0,,699,,,0.3544165790081024,,
0,,749,,,0.0071432762779295444,,
0,,799,,,0.016643011942505836,,
0,,849,,,0.006762211676687002,,
0,,899,,,0.07736114412546158,,
0,,949,,,0.011093702167272568,,
0,,999,,,0.4163505434989929,,
0,,1049,,,0.164657860994339,,
0,,1099,,,0.015495789237320423,,
0,,1149,,,0.007845616899430752,,
0,,1199,,,0.04965127259492874,,
0,,1249,,,0.007280808407813311,,
0,,1299,,,0.004186361096799374,,
0,,1349,,,0.014418017119169235,,
0,,1399,,,0.0414416529238224,,
0,,1449,,,0.02890297770500183,,
0,,1499,,,0.011600865982472897,,
0,,1549,,,0.041528794914484024,,
0,,1599,,,0.030145490542054176,,
0,,1649,,,0.005978579632937908,,
0,,1699,,,0.004914565943181515,,
0,,1749,,,0.004376998171210289,,
0,,1799,,,0.01184605062007904,,
0,,1849,,,0.005988833494484425,,
0,,1899,,,0.008232182823121548,,
0,,1949,,,0.07512068003416061,,
0,,1999,,,0.008901079185307026,,
0,,2049,,,0.00246794312261045,,
0,,2099,,,0.24854040145874023,,
0,,2149,,,0.0013930856948718429,,
0,,2199,,,0.01441158540546894,,
0,,2249,,,0.016355065628886223,,
0,,2299,,,0.0007970290025696158,,
0,,2349,,,0.02419927529990673,,
0,,2399,,,0.002901206724345684,,
0,,2449,,,0.000986530096270144,,
0,,2499,,,0.005928484722971916,,
0,,2549,,,0.007171056233346462,,
0,,2599,,,0.013565858826041222,,
0,,2649,,,0.0036011270713061094,,
0,,2651,,,,0.992886483669281,0.02404765412211418
0,56.29676055908203,2651,,0.04549151659011841,,,
1,,2699,,,0.01917831413447857,,
1,,2749,,,0.0068962909281253815,,
1,,2799,,,0.001060468377545476,,
1,,2849,,,0.028125083073973656,,
1,,2899,,,0.017452524974942207,,
1,,2949,,,0.12292259931564331,,
1,,2999,,,0.09849237650632858,,
1,,3049,,,0.07670805603265762,,
1,,3099,,,0.017078822478652,,
1,,3149,,,0.24155040085315704,,
1,,3199,,,0.011342940852046013,,
1,,3249,,,0.005035880487412214,,
1,,3299,,,0.05471688136458397,,
1,,3349,,,0.003612553933635354,,
1,,3399,,,0.0006532614934258163,,
1,,3449,,,0.012727377004921436,,
1,,3499,,,0.004183734767138958,,
1,,3549,,,0.0016508956905454397,,
1,,3599,,,0.001636492321267724,,
1,,3649,,,0.015234374441206455,,
1,,3699,,,0.0029394535813480616,,
1,,3749,,,0.0004741493030451238,,
1,,3799,,,0.0010052064899355173,,
1,,3849,,,0.0006289349403232336,,
